epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,226.863,1.69786,2.02947,1.79218,0.39906,0.11538,0.10889,0.04155,1.92032,4.18469,1.97234,0.0011882,0.0011882,0.0011882
43,231.912,1.68771,2.12027,1.82733,0.30492,0.19231,0.13918,0.03784,2.13386,3.25512,2.1464,0.0011684,0.0011684,0.0011684
44,236.396,1.72989,1.94282,1.8456,0.28773,0.19231,0.13464,0.04319,2.55098,3.08487,2.43304,0.0011486,0.0011486,0.0011486
45,241.234,1.81033,2.07993,1.88965,0.46499,0.42308,0.34821,0.14596,2.31616,2.49052,2.2309,0.0011288,0.0011288,0.0011288
46,246.289,1.79861,2.16056,1.89329,0.39063,0.30769,0.28546,0.13967,1.76936,2.37729,1.84432,0.001109,0.001109,0.001109
47,250.557,1.6326,1.76846,1.75154,0.31769,0.23077,0.23208,0.086,1.81533,3.10024,1.95563,0.0010892,0.0010892,0.0010892
48,255.675,1.60587,1.92357,1.76023,0.1765,0.23077,0.06372,0.02952,2.00432,3.43791,2.179,0.0010694,0.0010694,0.0010694
49,260.557,1.68417,1.94688,1.85991,0.10365,0.11538,0.03581,0.01182,2.03192,4.17331,2.33815,0.0010496,0.0010496,0.0010496
50,264.92,1.62656,1.84326,1.75281,0.34631,0.3464,0.2434,0.10392,1.83406,2.83944,2.08439,0.0010298,0.0010298,0.0010298
51,269.791,1.64145,1.90583,1.78805,0.61219,0.36491,0.42465,0.20461,1.69576,2.53955,1.86295,0.00101,0.00101,0.00101
52,274.75,1.73274,1.91434,1.84681,0.82878,0.42308,0.54154,0.23267,1.67763,2.33256,1.75744,0.0009902,0.0009902,0.0009902
53,278.953,1.70111,1.8377,1.75971,0.84047,0.30769,0.46206,0.20769,1.71326,2.38325,1.70106,0.0009704,0.0009704,0.0009704
54,283.892,1.61766,1.69566,1.72249,0.8161,0.51255,0.65639,0.37578,1.6897,1.91615,1.79177,0.0009506,0.0009506,0.0009506
55,289.396,1.57271,1.70186,1.7351,0.61193,0.69231,0.65197,0.34735,1.54608,1.92431,1.71808,0.0009308,0.0009308,0.0009308
56,294.025,1.61324,1.71714,1.78035,0.66038,0.57692,0.60247,0.34381,1.4398,1.78615,1.61031,0.000911,0.000911,0.000911
