epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2053.74,1.91497,2.43643,2.14942,0.42249,0.28338,0.27766,0.13552,1.95397,2.9344,2.19026,0.0001784,0.0001784,0.0001784
186,2064.61,1.84367,2.27948,2.07385,0.43942,0.30213,0.25283,0.11672,1.98401,2.8843,2.23829,0.0001685,0.0001685,0.0001685
187,2075.35,1.8086,2.40891,2.06839,0.36093,0.30769,0.27555,0.13005,2.00907,2.82673,2.26159,0.0001586,0.0001586,0.0001586
188,2084.94,1.92509,2.4968,2.14146,0.25492,0.23077,0.24049,0.12049,2.01635,2.93322,2.26616,0.0001487,0.0001487,0.0001487
189,2095.62,1.89153,2.52818,2.22511,0.2385,0.30769,0.22704,0.11144,2.04957,2.94122,2.29935,0.0001388,0.0001388,0.0001388
190,2104.36,1.87983,2.34824,2.11643,0.30285,0.38462,0.26673,0.12071,2.06284,3.02629,2.34784,0.0001289,0.0001289,0.0001289
191,2114.54,1.71799,2.80904,1.96544,0.37708,0.38462,0.27719,0.13577,2.03832,3.03802,2.35402,0.000119,0.000119,0.000119
192,2123.06,1.8152,2.69225,2.07569,0.47662,0.38462,0.3276,0.15523,2.04598,3.02932,2.37784,0.0001091,0.0001091,0.0001091
193,2138.7,1.57733,2.54293,1.90578,0.37812,0.30769,0.27116,0.12244,2.10662,3.01067,2.42189,9.92e-05,9.92e-05,9.92e-05
194,2150.69,1.6723,2.49736,1.93616,0.59307,0.15385,0.24931,0.13242,2.19735,3.00267,2.50425,8.93e-05,8.93e-05,8.93e-05
195,2161.69,1.6531,2.5878,1.96992,0.63243,0.15385,0.26469,0.12961,2.25296,3.02996,2.5739,7.94e-05,7.94e-05,7.94e-05
196,2170.78,1.6544,2.50348,1.9202,0.63213,0.15385,0.23247,0.11464,2.24501,3.04034,2.5822,6.95e-05,6.95e-05,6.95e-05
197,2181.58,1.56282,2.41244,1.87376,0.61991,0.15385,0.24023,0.11548,2.26179,2.99085,2.63072,5.96e-05,5.96e-05,5.96e-05
198,2190.07,1.65882,2.42027,1.96046,0.55238,0.15385,0.26102,0.1255,2.26265,2.96041,2.65125,4.97e-05,4.97e-05,4.97e-05
199,2199.58,1.65087,2.47998,1.85574,0.71993,0.20301,0.28791,0.1492,2.24921,2.9456,2.62951,3.98e-05,3.98e-05,3.98e-05
200,2210.32,1.69997,2.38646,2.0554,0.72179,0.20473,0.28598,0.14813,2.2317,2.9569,2.59174,2.99e-05,2.99e-05,2.99e-05
