epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,311.371,0.36453,0.56857,1.04611,0.7817,0.75242,0.83997,0.65023,0.72089,0.93777,1.15425,0.000429253,0.000429253,0.000429253
77,314.932,0.3469,0.54255,1.01603,0.83061,0.74235,0.8432,0.66291,0.69242,1.06664,1.10806,0.000412749,0.000412749,0.000412749
78,318.326,0.36037,0.57068,1.01432,0.87571,0.60437,0.84966,0.60385,0.76942,1.56819,1.1373,0.000396246,0.000396246,0.000396246
79,322.752,0.33475,0.5039,1.01701,0.85269,0.79167,0.86261,0.65031,0.75388,0.97788,1.13725,0.000379743,0.000379743,0.000379743
80,326.958,0.30158,0.49143,0.98999,0.73067,0.7708,0.80598,0.63228,0.73818,1.05546,1.12359,0.000363239,0.000363239,0.000363239
81,330.389,0.34102,0.51575,1.0052,0.79676,0.85954,0.86647,0.64209,0.75235,0.96825,1.13066,0.000346736,0.000346736,0.000346736
82,333.888,0.30779,0.49713,1.01474,0.89767,0.69913,0.80616,0.60793,0.74462,0.92095,1.15885,0.000330233,0.000330233,0.000330233
83,338.37,0.28675,0.47811,0.98121,0.95468,0.70846,0.78413,0.62168,0.70464,0.89878,1.13589,0.000313729,0.000313729,0.000313729
84,341.883,0.30552,0.46392,1.01315,1,0.71845,0.84026,0.64003,0.69593,0.84066,1.09572,0.000297226,0.000297226,0.000297226
85,345.372,0.30949,0.44318,0.98383,0.94564,0.78718,0.87237,0.64831,0.69745,0.80568,1.08674,0.000280723,0.000280723,0.000280723
86,349.294,0.29614,0.43919,1.00017,0.91858,0.77222,0.82466,0.6092,0.77645,0.86721,1.17766,0.00026422,0.00026422,0.00026422
87,353.348,0.27655,0.43205,0.99439,0.93978,0.7792,0.83666,0.61852,0.79399,0.7776,1.20148,0.000247716,0.000247716,0.000247716
88,356.848,0.31318,0.47201,1.01619,0.85867,0.86082,0.84714,0.64347,0.78457,0.76491,1.17504,0.000231213,0.000231213,0.000231213
89,360.214,0.27894,0.43496,0.97694,0.79978,0.78416,0.83643,0.64135,0.81595,0.84627,1.20514,0.00021471,0.00021471,0.00021471
90,364.475,0.30109,0.45006,0.97655,0.85278,0.77907,0.83755,0.64068,0.88777,0.90238,1.26096,0.000198206,0.000198206,0.000198206
91,372.323,0.4986,1.18408,1.1915,0.84704,0.79167,0.83666,0.63808,0.86329,0.88358,1.23527,0.000181703,0.000181703,0.000181703
92,376.867,0.41,0.68188,1.12106,0.78932,0.78681,0.82704,0.63027,0.83871,0.93798,1.21081,0.0001652,0.0001652,0.0001652
93,381.073,0.39663,0.45941,1.09419,0.83386,0.82468,0.86851,0.63619,0.82481,1.03929,1.19506,0.000148696,0.000148696,0.000148696
94,384.736,0.35765,0.40841,1.05482,0.89003,0.79599,0.87666,0.65124,0.84738,0.95348,1.24343,0.000132193,0.000132193,0.000132193
95,388.48,0.33766,0.39655,1.03953,0.87263,0.82864,0.8879,0.64928,0.84519,0.86117,1.25157,0.00011569,0.00011569,0.00011569
96,393.212,0.30063,0.37301,1.01202,0.87996,0.82798,0.902,0.64997,0.82489,0.85581,1.23829,9.91865e-05,9.91865e-05,9.91865e-05
97,397.22,0.3117,0.38189,1.01442,0.9011,0.82226,0.91226,0.65831,0.81821,0.85878,1.2232,8.26832e-05,8.26832e-05,8.26832e-05
98,400.635,0.29479,0.34378,1.01092,0.90285,0.83211,0.91431,0.66479,0.79129,0.84604,1.18586,6.61799e-05,6.61799e-05,6.61799e-05
99,403.964,0.3077,0.34259,0.98934,0.90293,0.83244,0.92541,0.6731,0.74666,0.79162,1.12197,4.96766e-05,4.96766e-05,4.96766e-05
100,408.524,0.3018,0.33104,1.00623,0.90216,0.85896,0.92818,0.66982,0.73927,0.77688,1.11163,3.31733e-05,3.31733e-05,3.31733e-05
